"SAMPLE_CODE","TRACK_TIME_SEC","SR_87_86","Region_ID"
1,1,13.5470777609726,7
1,2,14.9001034582438,7
1,3,14.1558338606539,7
1,4,14.1574483370017,7
1,5,14.1402932410423,7
1,6,12.9255591778864,7
1,7,14.0955924292809,7
1,8,13.5951459679312,7
1,9,14.3834758272914,7
1,10,14.3413038506944,7
1,11,13.9486800401065,7
1,12,14.2757505615874,7
1,13,13.9453472734947,7
1,14,13.2959637463713,7
1,15,13.7652690970095,7
1,16,13.3445100399471,7
1,17,14.2383679709322,7
1,18,14.2849122688506,7
1,19,13.8273663898674,7
1,20,14.5283349946196,7
1,21,14.9462806054993,7
1,22,13.4940451931129,7
1,23,13.9098728571512,7
1,24,13.3270853093891,7
1,25,13.4449027806474,7
1,26,14.0756676648056,7
1,27,13.7317627309728,7
1,28,14.4755951795519,7
1,29,14.0833875568358,7
1,30,13.4446136693637,7
1,31,13.9214431449319,7
1,32,14.0792254103997,7
1,33,13.6187500333899,7
1,34,15.6758809894093,7
1,35,13.6790143528207,7
1,36,14.192755042177,7
1,37,13.9531321232491,7
1,38,13.1614555622422,7
1,39,13.8775122302509,7
1,40,14.6321525157155,7
1,41,14.7120295218198,7
1,42,14.6406140208272,7
1,43,14.4182687047276,7
1,44,14.3595060987374,7
1,45,13.9705729304857,7
1,46,13.8170611814047,7
1,47,13.5956836934976,7
1,48,13.9212671614267,7
1,49,13.1248354161862,7
1,50,14.3881790055314,7
1,51,13.4756747219261,7
1,52,13.7887262425583,7
1,53,14.91930017545,7
1,54,15.0067864441395,7
1,55,13.5310719580141,7
1,56,13.6692541029805,7
1,57,14.19398710452,7
1,58,13.6336419480321,7
1,59,13.3663073713828,7
1,60,13.7079321415218,7
1,61,14.1240905961402,7
1,62,13.4067565348062,7
1,63,13.7539622868354,7
1,64,13.9323569077814,7
1,65,14.5189534402526,7
1,66,13.9658386404208,7
1,67,13.4665399573518,7
1,68,14.218202279445,7
1,69,14.1169331894616,7
1,70,13.5769408180481,7
1,71,14.4841799289785,7
1,72,13.9398722468274,7
1,73,14.1473395218349,7
1,74,13.546472454575,7
1,75,13.8159041474308,7
1,76,13.9263946578744,7
1,77,13.772723657701,7
1,78,14.1377191091647,7
1,79,14.280835371789,7
1,80,13.8897293642221,7
1,81,14.8103976109649,7
1,82,13.0400456835924,7
1,83,14.5034478187927,7
1,84,14.503969256608,7
1,85,13.215269662247,7
1,86,13.8318469901849,7
1,87,14.0201449054731,7
1,88,14.5089393901271,7
1,89,14.3242704081074,7
1,90,13.6366960326645,7
1,91,14.0968634265144,7
1,92,13.6432048380085,7
1,93,14.0743148307957,7
1,94,14.2147445025879,7
1,95,14.6519239585296,7
1,96,14.1720058911461,7
1,97,13.9870081139141,7
1,98,13.3471334828794,7
1,99,13.036496570158,7
1,100,13.9170097671191,7
2,1,9.29092106171472,9
2,2,8.30214525125565,9
2,3,10.4043473873576,8
2,4,10.5422012514072,8
2,5,11.1100601088432,8
2,6,17.0198295376534,11
2,7,16.8288754788412,11
2,8,17.5368197341148,11
2,9,17.9333749002848,11
2,10,17.3106393059679,11
2,11,17.6030494084342,11
2,12,17.9107321346018,11
2,13,17.4703688292342,11
2,14,17.5251807882862,11
2,15,16.82353767981,11
2,16,17.2889357667871,11
2,17,16.3820828005256,11
2,18,17.6013419853958,11
2,19,17.8609711629964,11
2,20,10.0603891796776,8
2,21,10.3468560894053,8
2,22,8.49781915350501,9
2,23,9.67688203359537,9
2,24,7.85298699009441,9
2,25,10.4805602740998,8
2,26,12.488729391098,8
2,27,8.59696070887458,9
2,28,9.28582160342473,9
2,29,8.8456767733106,9
2,30,9.17658692084708,9
2,31,9.47012083649599,9
2,32,10.4487498005268,8
2,33,10.9455570293275,8
2,34,10.570430507089,8
2,35,11.314835296498,8
2,36,10.4800969417342,8
2,37,11.9410715656754,8
2,38,11.098718498821,8
2,39,11.1740414668368,8
2,40,11.0023015010983,8
2,41,8.45178044065924,9
2,42,9.84666433710492,9
2,43,9.00530858340542,9
2,44,9.01367790849653,9
2,45,9.79200222165448,9
2,46,10.9604604825397,8
2,47,11.1810234797742,8
2,48,11.3240931234735,8
2,49,10.1673381496019,8
2,50,11.229390911077,8
2,51,11.025796644902,8
2,52,11.0982873821441,8
2,53,10.9750725362319,8
2,54,11.0996600855253,8
2,55,10.4882587540888,8
2,56,10.9585672326998,8
2,57,11.3342363448153,8
2,58,8.7099657809265,9
2,59,10.8905616987972,8
2,60,9.14246390911168,9
2,61,9.29560543996581,9
2,62,8.75810641032033,9
2,63,8.27201138071343,9
2,64,7.71732709230975,9
2,65,8.78669027379463,9
2,66,9.00921421270234,9
2,67,9.10327434316121,9
2,68,8.77276435610646,9
2,69,9.13276000572086,9
2,70,10.5948304850207,8
2,71,10.4942695371941,8
2,72,11.2151613794269,8
2,73,9.97620537402852,9
2,74,8.13892454434676,9
2,75,9.34234900848668,9
2,76,9.10823240527368,9
2,77,8.45085712658717,9
2,78,11.0382080024495,8
2,79,11.7069286365759,8
2,80,9.2572410192647,9
2,81,8.18256165101048,9
2,82,8.34025556264538,9
2,83,10.996966975767,8
2,84,10.762809624026,8
2,85,10.2722387527867,8
2,86,10.6669348647614,8
2,87,10.8995482525957,8
2,88,11.0249840038605,8
2,89,9.37065061987727,9
2,90,10.1730584152555,8
2,91,11.468958106265,8
2,92,9.14086440398679,9
2,93,11.5588475261179,8
2,94,12.0202240295246,8
2,95,11.3922247049549,8
2,96,10.8967110881272,8
2,97,10.8829616544205,8
2,98,10.8478146379032,8
2,99,10.8498479406284,8
2,100,9.13927221082028,9
3,1,16.6453231849059,4
3,2,16.650063135593,4
3,3,16.7725270264885,4
3,4,16.1314094355173,4
3,5,16.7566132129774,4
3,6,18.4044376002351,5
3,7,19.0895432527944,5
3,8,20.0564114558835,5
3,9,19.1273992554358,5
3,10,18.3952428289477,5
3,11,19.1400978114133,5
3,12,19.1841218521212,5
3,13,19.695373063553,5
3,14,19.2508960041595,5
3,15,19.1750146499356,5
3,16,18.376539562603,5
3,17,19.7891908663399,5
3,18,18.389368059605,5
3,19,18.649192454095,5
3,20,19.0397927634464,5
3,21,19.0774532845757,5
3,22,18.9109019231892,5
3,23,17.9820312355833,5
3,24,18.6940553079414,5
3,25,19.5694296490498,5
3,26,19.6677094098417,5
3,27,19.4119345000644,5
3,28,19.1399884307018,5
3,29,18.6924254361321,5
3,30,19.4594414706797,5
3,31,19.2374021209981,5
3,32,19.1992301801074,5
3,33,18.7645032831967,5
3,34,19.5778398893477,5
3,35,19.1501042588656,5
3,36,19.5328603640048,5
3,37,19.1138771371207,5
3,38,19.4206456483944,5
3,39,19.0870818067821,5
3,40,19.3731548339659,5
3,41,18.5360758648771,5
3,42,19.1232424424049,5
3,43,20.2267665456058,5
3,44,17.7044546771453,5
3,45,19.6406594555497,5
3,46,18.8734681566697,5
3,47,18.8806740939057,5
3,48,19.4705359835442,5
3,49,18.9612001728006,5
3,50,19.2294406572172,5
3,51,18.5687588915178,5
3,52,18.2267521493327,5
3,53,18.9249290780629,5
3,54,19.0500175268366,5
3,55,18.0804260669262,5
3,56,18.9379359190401,5
3,57,18.724111986409,5
3,58,18.7792988528893,5
3,59,19.8900338235959,5
3,60,19.6891418185302,5
3,61,19.4314135820996,5
3,62,19.4731498629792,5
3,63,19.3201091804369,5
3,64,18.9911179726363,5
3,65,18.8936296030816,5
3,66,18.3074837994437,5
3,67,19.031811790633,5
3,68,19.6293735718967,5
3,69,18.7339343192053,5
3,70,18.8190099025221,5
3,71,18.9345541330398,5
3,72,19.2351100733194,5
3,73,19.6276761085366,5
3,74,18.4004354768722,5
3,75,19.400907354404,5
3,76,18.6200245747466,5
3,77,18.915664521994,5
3,78,19.84616557898,5
3,79,18.8851340955207,5
3,80,19.3449690027334,5
3,81,19.0531808773984,5
3,82,19.081584630587,5
3,83,18.141818380513,5
3,84,19.8225027616715,5
3,85,19.8942298014673,5
3,86,19.2336343387408,5
3,87,19.1068443799464,5
3,88,19.0830381407392,5
3,89,18.6808631161637,5
3,90,19.1066220716429,5
3,91,20.0124862798385,5
3,92,18.7709740396993,5
3,93,18.5642743182606,5
3,94,19.3464876585539,5
3,95,18.5997322624928,5
3,96,19.330830725714,5
3,97,19.7433750731633,5
3,98,18.9916541059255,5
3,99,18.7609468139377,5
3,100,18.8349948690637,5
4,1,17.0388442807241,4
4,2,17.2322296563265,4
4,3,16.3326093084317,4
4,4,17.2688969002605,4
4,5,16.6729997863238,4
4,6,17.0339219605312,4
4,7,17.1526840195347,4
4,8,16.7232535210085,4
4,9,17.3092706761431,4
4,10,17.3502133426827,4
4,11,17.4890144443835,4
4,12,17.4259110554177,4
4,13,16.8448252084886,4
4,14,16.4036272052702,4
4,15,17.5576162390551,4
4,16,16.8120805962329,4
4,17,17.0500874540394,4
4,18,16.9160415914638,4
4,19,17.5344179578699,4
4,20,15.8783760439437,4
4,21,17.6476922305833,4
4,22,17.202037236412,4
4,23,16.7886653501121,4
4,24,16.8924135429094,4
4,25,17.7967687850111,4
4,26,17.7911149429344,4
4,27,16.6786155985779,4
4,28,17.6917149311196,4
4,29,17.3901060988057,4
4,30,17.1484479439368,4
4,31,15.60881163014,3
4,32,14.6934187350713,3
4,33,15.691873203684,3
4,34,12.7823745731144,6
4,35,12.6839479127568,6
4,36,11.8759292437723,6
4,37,12.7526181016164,6
4,38,15.5822399860581,3
4,39,13.6805261375249,6
4,40,13.0810556632773,6
4,41,14.2156748249512,3
4,42,14.7834942115663,3
4,43,14.1523786972054,3
4,44,15.3795427289882,3
4,45,15.0471088721411,3
4,46,15.1530355558915,3
4,47,14.8697641057111,3
4,48,14.7708736873054,3
4,49,15.5150351838917,3
4,50,14.483834837341,3
4,51,15.2791850162692,3
4,52,14.5950938121621,3
4,53,14.7068160089587,3
4,54,14.011600554876,3
4,55,14.9775296699682,3
4,56,14.6262900201207,3
4,57,15.4501945858716,3
4,58,15.4025142555006,3
4,59,14.5616234664355,3
4,60,14.8297789773608,3
4,61,14.9982623976567,3
4,62,14.4303156490695,3
4,63,13.2425785077938,6
4,64,12.7852082762837,6
4,65,12.8822284717369,6
4,66,13.2769111946066,6
4,67,12.8555834757477,6
4,68,13.9717446970399,6
4,69,13.4384641950276,6
4,70,13.1652890277056,6
4,71,13.0025061323223,6
4,72,12.7388959654825,6
4,73,12.1848692947535,6
4,74,12.9866300636585,6
4,75,12.4565814882251,6
4,76,13.5483879723509,6
4,77,15.5695108522103,3
4,78,14.5469040329658,3
4,79,14.6771493430091,3
4,80,14.4990368349331,3
4,81,14.3421730767663,3
4,82,15.4201604275028,3
4,83,14.7154295708715,3
4,84,17.1198504328662,4
4,85,17.3970488301218,4
4,86,17.5542167204947,4
4,87,17.0666347991974,4
4,88,17.3663387223787,4
4,89,16.1036035395021,4
4,90,17.5569750113213,4
4,91,16.8850366769111,4
4,92,17.4088680452297,4
4,93,17.3127941836499,4
4,94,16.7693858981255,4
4,95,17.3107323891276,4
4,96,16.9765044251089,4
4,97,17.1161320215722,4
4,98,17.0549397937927,4
4,99,16.3714945772393,4
4,100,17.2407480843702,4
5,1,13.54118456719,6
5,2,13.0116906219746,6
5,3,12.8137890701492,6
5,4,12.7634945205756,6
5,5,13.734853727662,6
5,6,12.6261047651501,6
5,7,16.7878274144296,4
5,8,16.3255573629032,4
5,9,17.4479555490043,4
5,10,16.7564032541885,4
5,11,17.2887788154995,4
5,12,17.200809574241,4
5,13,16.5032224781497,4
5,14,17.5636391043653,4
5,15,17.4490818043355,4
5,16,17.7481404886611,4
5,17,17.1538523255501,4
5,18,17.0558496164382,4
5,19,16.9300096866263,4
5,20,17.1873462913171,4
5,21,17.8085239719858,4
5,22,16.34191592005,4
5,23,16.6055775505831,4
5,24,17.2231644654887,4
5,25,17.4990710806381,4
5,26,14.837591731205,3
5,27,15.1627367895225,3
5,28,14.9054532935531,3
5,29,15.0924262875066,3
5,30,14.5960091408896,3
5,31,14.8231023440558,3
5,32,15.2998544515608,3
5,33,12.8395094841662,6
5,34,12.4717918732372,6
5,35,13.184844390797,6
5,36,13.1685883299636,6
5,37,12.6544670022339,6
5,38,14.9127420713188,3
5,39,14.602881736587,3
5,40,14.7869687336433,3
5,41,14.6697308232228,3
5,42,14.670823759256,3
5,43,15.5557472367864,3
5,44,12.3543214645491,6
5,45,13.411790701091,6
5,46,12.5513655254681,6
5,47,13.5914277746608,6
5,48,13.0987908552355,6
5,49,12.5268933230347,6
5,50,13.3746110857882,6
5,51,13.7628504365639,6
5,52,12.4346067224855,6
5,53,13.0991881482754,6
5,54,12.5023938163577,6
5,55,13.1191013738917,6
5,56,13.7135589586389,6
5,57,13.108348234724,6
5,58,13.3480241357498,6
5,59,14.6490296839615,3
5,60,14.7427799546422,3
5,61,15.2099431252886,3
5,62,15.0900126192637,3
5,63,15.0078775826385,3
5,64,15.0106268512552,3
5,65,14.256948340633,3
5,66,14.6417360811188,3
5,67,14.7319938304458,3
5,68,15.1684332437109,3
5,69,15.4868703665363,3
5,70,14.6868260271559,3
5,71,15.3608324999141,3
5,72,13.9370590341329,3
5,73,14.5275911407024,3
5,74,15.1930501327644,3
5,75,14.75844819555,3
5,76,15.0947460896968,3
5,77,13.2736060642809,6
5,78,12.7089682080388,6
5,79,12.8376475096701,6
5,80,12.492465684547,6
5,81,13.557822137323,6
5,82,12.7835920269392,6
5,83,11.7248784512442,6
5,84,12.9416681675949,6
5,85,12.2683802702891,6
5,86,14.1218745320873,3
5,87,15.7154725494587,3
5,88,14.068822857297,3
5,89,15.3074606105166,3
5,90,14.686407919302,3
5,91,15.1955892132651,3
5,92,15.4197760360082,3
5,93,14.4847696864203,3
5,94,15.7962662416274,3
5,95,15.6446771061071,3
5,96,15.7248176018474,3
5,97,15.0712815620239,3
5,98,14.9562489666136,3
5,99,15.5826629331587,3
5,100,14.2537563270276,3
6,1,18.9821450019154,5
6,2,18.8663277342844,5
6,3,17.9293999349776,5
6,4,19.4641368917069,5
6,5,18.8265891118714,5
6,6,18.0331190619396,5
6,7,19.5422941320252,5
6,8,19.052623105001,5
6,9,18.6422693325347,5
6,10,19.011971373485,5
6,11,19.2071379919614,5
6,12,18.7725148601374,5
6,13,18.9223709343762,5
6,14,19.2557428354763,5
6,15,19.1039925003194,5
6,16,18.7114189340851,5
